pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
RAPA_EARLY_UP.V1_UP	0.209658421672556	0.301622169651909	0.395066874077226	1.16159563903895	177	140	KIAA0040, PLEKHA6, EFNA5, KCNC4, CLCC1, PDE5A, CCDC9, NAT9, CCDC88C, HERC3, CEBPA, C1orf95, GREB1, NINJ1, ANK1, CDON, SFPQ, CTBP2, PPP3CA, MXRA7, PART1
HINATA_NFKB_IMMU_INF	0.433506044905009	0.493570135464136	0.530969496099169	1.06206526809478	250	12	NFKBIA, CXCL2
HINATA_NFKB_MATRIX	0.172862453531599	0.273074033404612	0.717565696880841	1.33530046581672	92	8	CD9, RAC1, RND3
CYCLIN_D1_KE_.V1_DN	0.045828437132785	0.108269682726204	0.461723922837241	1.35898672739824	38	141	INHBB, KIAA0040, DNAJB4, F3, ADD3, WTAP, ALPL, PIK3R1, KLF9, ARL4A, DNM1L, MYL5, RAPGEF5, NKX3-1, PSME4, ADARB1, GAB1, KRT5, ZNF35, POU3F1, MPI, COG2, NTSR1, FLT1, RRP1B, NR6A1
CYCLIN_D1_KE_.V1_UP	0.0180383314543405	0.0532694475760992	0.471762544177954	1.40976443719915	15	168	TTLL12, MMP15, KLF4, CEBPD, ST3GAL4, FZD5, ALDH3A2, GOT1, FOXK2, SCAP, RAB31, FOSL2, CDK6, PLCB2, CHKA, ETS2, DGKD, AHR, CDR2, CA4, TRIO, CENPB, E2F4, CDKN1A, KLC1, FAM3C, KDM5C, PPID, THY1, FHL2, PMPCA, EPHA2, ABLIM1, RUNX1, SNRPB2, MUC5AC
CYCLIN_D1_UP.V1_DN	0.0615563298490128	0.13687230989957	0.445432910342405	1.31998422644493	52	155	KIAA0040, DNAJB4, ACVR1, WTAP, RRS1, PIK3R1, KLF9, G6PC, VASP, RGS16, MYL5, SNAPC1, SYPL1, TPD52, CXCR4, BTG1, GAB1, KRT5, ZNF35, POU3F1, MPI, COG2, GALK1, UMPS, NR6A1, PUM2, MT1F, UCP2, SLC6A4, PAFAH1B2, PSEN2
CYCLIN_D1_UP.V1_UP	0.00350467289719626	0.0213671992764546	0.522070801590023	1.54227272837613	2	150	TTLL12, MMP15, KLF4, CEBPD, ST3GAL4, FZD5, FOXO4, ALDH3A2, GADD45A, STAT5A, RPS6KA1, GOT1, SCAP, RAB31, ETS2, HNRNPA0, ITGB1BP1, CA4, CENPB, KDM5C, SLC12A4, THY1, EGR1, MNX1, FHL2, BIN1, EPHA2, ABLIM1
CSR_EARLY_UP.V1_DN	0.024390243902439	0.0688023298143429	-0.377844745695372	-1.38532201840872	3	131	SLC7A14, MOSPD2, PMS2P1, RABGAP1, PAN2, FUS, HSPG2, PHIP, ANKZF1, CC2D1A, LRIG2, HEBP2, ZNF33A, ERMAP, ABCC10, ZNF226, ARRDC4, HBP1, ZNF500, PLCD1, CIRBP, COL1A1, ACCS, SULF1, AMT, NR1H3, TRIM69, INCA1, STAT2, OTUD1, BRD8, TFAP2A, ATF7IP, APBB3, SIX1, ELMOD3, SNPH, IFIT2, ZFP64, PRRT2, ACBD4, CYP2R1, BBC3, ZFYVE1, YEATS2, LRIG3, SIX5, LDB1, LRRK2, ZNF467, FZD2, STC2
CSR_EARLY_UP.V1_UP	0.00116822429906542	0.0104767184035477	0.622753062890265	1.84420354880795	0	147	FAM107B, NET1, FJX1, BCAR1, ST3GAL1, EHD4, SHB, AMD1, F3, TRNP1, TCEB1, TCEB3, KLF13, RGMB, DLX2, PXN, SOX9, TOP1, PAPD7, SNAI1, HPCAL1, VGLL4, GTPBP4, GATA2, PHLPP2, PTPN1, AMMECR1L, USP36, ACTR3, SPRY4, UBE2N, NIP7, DDX21, DKC1, GNL2, NOP16, LRRC8A, MYO9B, DOT1L, TMEM2, KPNA4, FZD8, REPS2, EIF4A3, TIMM22, PPIF, EIF4A1, UTP3, DNTTIP2, SLC30A1, TFG, RNPS1, MRPS35, CCDC59, MESDC1, ZNF324
CSR_LATE_UP.V1_DN	0.00950118764845606	0.0384351407000686	0.496469042132281	1.45653846925314	7	137	TSC22D3, SCML1, BCL10, SDPR, MAN1A1, LRIG1, SOD2, KIAA0930, NFKBIE, DHCR7, PDE5A, CDS2, TSKU, EPHB6, KIAA1147, CMBL, IRS2, SNX18, SCD, TRIM22, HMGCR, C1orf115, CALD1, PGF, FDFT1, C1orf52
CSR_LATE_UP.V1_UP	0.0257309941520468	0.0710259301014656	0.47696410095314	1.41095801801307	21	146	MRAS, ST3GAL4, GINS2, TRNP1, TCEB1, KCNC4, MT2A, SMS, IGFBP3, RPF2, LYAR, SRM, NETO2, NUDCD1, GTF3C6, UMPS, NMB, MT1F, FANCA, EIF3B, VEGFC, ITGA6, HAUS2, TRIP13, HAT1, MT1G, ASB6, POLR3K, TSPAN13, FARSB, CBFB, TOMM34, UTP18, MAPRE1, MT1X, CIAPIN1, TUBG1, MTHFD1, IMP4, CYP4B1, CCT6P3
AKT_UP_MTOR_DN.V1_DN	0.0859465737514518	0.167462911742519	0.433516922995116	1.28467270146388	73	155	STEAP1, PDZRN3, LIMD1, ITSN1, PKP1, SASH1, FAM20C, IRS1, ITPKB, CAMKK2, CHAD, PHLDA2, ERF, GNMT, IL13RA1, LRRC1, PLEK2, MLPH, MSX1, TBCE, KCNK3, EFEMP1, CHST12, PDIA5, AP2B1, POLI, PMPCB, CAP2, ITGA6, CHN2, MERTK, GNA14, HPGD, MYO1G
AKT_UP_MTOR_DN.V1_UP	0.335632183908046	0.409254727474972	0.360507632113047	1.07185518324827	291	159	AK4, DUSP1, SEC14L2, TGIF1, CLMN, ATF3, IGF1R, SLC6A6, DHCR7, GLDC, PTPRJ, DHCR24, TMEM56, PACSIN3, RASSF1, KLF6, TESC, BACE2, KCTD9, NFIL3, FLT1, PFDN2, TPRN, RASD1, GIPC1
AKT_UP.V1_DN	0.246495327102804	0.335843474752908	0.383459734291353	1.13279556877485	210	150	PDZRN3, ZFYVE21, LIMD1, FBXO32, PKP1, STAT5A, SASH1, ALPL, FAM20C, IRS1, ITPKB, CHAD, IRS2, NT5DC3, FAH, GNMT, IL13RA1, PLEK2, KCNK3, EFEMP1, CHST12, KRT5, PDIA5, GHR, TPD52L1, POLI
AKT_UP.V1_UP	0.199766355140187	0.294967508761682	0.393917642767238	1.1650178860641	170	152	MMP15, AK4, SEC14L2, SLC2A1, CLMN, ATF3, SLC6A6, GOT1, DHCR7, PTPRJ, UNC5B, PTPN14, PREP, DHCR24, TMEM56, PACSIN3, RASSF1, KLF6, TESC, ACOT9, BACE2, BPGM, FDFT1, NFIL3, FLT1, TPRN, GIPC1
MTOR_UP.V1_DN	0.0894677236693092	0.170802017914136	0.430771830402392	1.28631318073012	78	162	DUSP1, ARL4D, CRY2, FBXO32, MYC, SASH1, TNIP2, B3GALNT2, OSGIN1, KCNC1, ARTN, ID2, IRS2, ADAMTS8, ABCA1, FAH, RRM2B, PRSS23, KCNK3, CHST12, KRT5, UBXN2A, L2HGDH, PDIA5, NFIL3, SLC12A4, NFXL1, RASD1, NR1D2, LIFR, RBP1, CCDC134
MTOR_UP.V1_UP	0.0757575757575758	0.1561499535268	0.441305691317043	1.3067355908602	64	148	ERN1, AK4, TMEM106A, STEAP1, SLC2A1, ATF3, DHCR7, PTPN14, LTV1, PREP, DHCR24, CCDC86, CMBL, CYP26A1, H6PD, TESC, IDH3A, FDFT1, PPAN, AP2B1, LGALS3, SQLE, NTSR1, HIVEP3, SIGLEC1, HMOX1, ATXN7L1, MINA
PIGF_UP.V1_DN	0.174825174825175	0.273074033404612	-0.301125946578708	-1.13047037402095	24	154	PPFIA4, KCNAB2, ZNF646, SMARCD1, CTF1, MYO1F, CACNA1H, ZFHX2, CLDN9, TMEM97, TTLL3, FZD7, SMG6, EVPL, IGFBP5, MSI1, KLK10, RELB, LOXL1, SH3BP1, ENTPD2, TROAP, GATA4, MAST1, EDN2, ITGB4, MCF2L, POU2F3, PKD1, SDC4, NOS2, KCNC3, CDKN2C, NFKB2, MAP1A
PIGF_UP.V1_UP	0.110986547085202	0.202396519072955	0.415746145009042	1.24833085404367	98	175	KIAA0040, PISD, SAT1, RRS1, ARL4A, HIF1A, IL6ST, DNAJC3, ZNF354A, GGCX, CRYZ, TGFBR3, SLC4A7, SGMS1, BPGM, LARP4, ABCE1, MTM1, STK38L, PPID, ITSN2, MAPK6, DHX29, THOC2, RIF1, STXBP3, PEX1, MAFK, MBTPS2, CALB2, CEBPZ, SYNE2, STAM2, ZNF451, MKLN1, AMPH, MAGOH, ATR, SACS, CPD, TWISTNB, AIMP1, NUP155, BACH1
VEGF_A_UP.V1_DN	0.00112485939257593	0.0104767184035477	0.559989530668762	1.67766638630532	0	173	FKBP5, INHBB, LRRFIP1, STEAP1, SAT1, AMD1, C5orf30, BCL10, MBD4, RRS1, KLF9, ATP8B3, RASA2, GATA6, LRP8, CCDC86, BAZ1A, PCDH7, CRYZ, DDX21, NUP50, SLC4A7, RRP12, PNO1, CNTFR, CCNE1, FLT1, ZC3H15, B4GALT5, ARHGAP29, MAPK6, NCOA3, KIF23, DHX29, THOC2, POP1, RIF1, VEGFC, MAFK, RND3, CEBPZ, SLC30A9, MKLN1, DKK1, MRPL19, HIRA, AMPH, MT1X, MAP3K7, SACS, SETBP1, HIST1H2BN, POP5, AIMP1, UCHL3, NUP155, MAD2L1
VEGF_A_UP.V1_UP	0.288329519450801	0.365733417289942	0.370907983024943	1.1043136487773	251	160	PPL, PER2, NEDD9, ATF3, HSD11B2, TRAF5, MTSS1, KIAA0930, NFKBIE, PTPRJ, ID2, IRS2, NINJ1, ABCB10, INPP5J, ARL4C, HLA-DMA, DENND3, ADARB1, LONP2, CORO2B, PHLDA1, PART1, TP53I11, LCAT, THY1, TMEM8B
BCAT_GDS748_DN	0.664364640883978	0.701479983950122	0.348270535488977	0.871032183489271	480	41	RPS6KA5, MYBL1, PDHA1, CELSR1, HSDL2, UROS, CDK5RAP3, ZNF273, LAP3
BCAT_GDS748_UP	0.0167130919220056	0.0506186726659168	0.614213263392376	1.52236273948537	11	40	NEDD9, BAG3, LEF1, SLC39A14, PLEKHB2, C9orf3, BAMBI, AQP3, PHLDA2, FAH, UBE2N, NPTX1, DDAH1, FAM3C, COTL1
BCAT.100_UP.V1_DN	0.503617945007236	0.563217701812826	0.405499306949725	0.97472706493255	347	32	TMPRSS2, FZD4, TLN2, CHRNA2, CCDC53, WISP3, ZNF749
BCAT.100_UP.V1_UP	0.00980392156862745	0.0386029411764706	0.65519339094857	1.62100865532907	6	39	PLEKHF1, CD9, SLC7A8, IRS1, DNAJC3, DUSP6, BMP4, ENC1, EFEMP1, FLVCR2, RBP1, RUNX1, GADD45G, BIK, DKK1
ATF2_S_UP.V1_DN	0.11137162954279	0.202396519072955	0.426092121235165	1.25690574846105	94	142	PPL, PISD, AK4, CLMN, CYP1B1, KBTBD11, GPRC5C, IL4R, SBNO2, PTGER2, AK4P3, TPD52, DGKD, ST6GALNAC2, FOS, PLEK2, EFEMP1, ADARB1, TAF1C
ATF2_S_UP.V1_UP	0.0575793184488837	0.131114351648663	0.453534231601722	1.33488210309771	48	141	IL20RA, MRAS, GRHL2, ANKRD11, NIPAL3, ABLIM3, PPM1H, STEAP1B, ADRB2, NFE2L3, LHX6, ETS2, C1orf115, KCNB1, RASGRP1, SLC9A2, ZNF324B, KIF23, ARSJ, ITGA6, ANXA3, KIF20A, CTNNBIP1, GNA14, RBFA, CHML
ATF2_UP.V1_DN	0.010477299185099	0.0394709363035155	0.484764840527995	1.43408650731442	8	154	PPL, ZC3H12A, PISD, AK4, CYP1B1, ZNF652, GPRC5C, AFF1, RAB11FIP1, SOD2, SLC25A15, SIK1, AK4P3, TPD52, IRS2, SCD, SLCO4A1, DGKD, ST6GALNAC2, FOS, PLEK2, EFEMP1, GSR, TAF1C, RPS6KB1, ADAM15
ATF2_UP.V1_UP	0.557126030624264	0.612190812720848	0.326688556040465	0.960546243991989	472	140	NEDD9, ANKRD11, GINS2, STAT5A, EFHD1, ABLIM3, STEAP1B, TRIM14, MAP2, KCNK3, CORO2B, PCDH1, ZNF324B, CLDN15, ARSJ, RBP1
WNT_UP.V1_DN	0.0154394299287411	0.0487616099071207	0.490963716331949	1.44038697110631	12	137	PIM2, TNFRSF21, CYTH1, ATP7B, TSPAN5, CD44, NAGK, VEGFA, TANC1, OCLN, FAAH, CMBL, PCDH7, ABCA1, CELF1, TGFBR3, TGFBR1, MAK16, BPGM, AGT, MAPK7, RASD1, NMT2, ADRB1
WNT_UP.V1_UP	0.469678953626635	0.528388822829964	0.343001061326615	1.00446236319307	394	133	INHBB, RBPMS, THRB, CLDN8, FGF18, CKAP4, MTF1, AP1B1, MAPKBP1, DHCR24, CCDC86, GNMT, FOS, SNN, PLA2G6, NBL1, NTSR1, F2R, LCAT
ATM_DN.V1_DN	0.00618046971569839	0.0292027194066749	0.544111419612672	1.55073578195459	4	99	MRAS, GPSM2, ST3GAL1, HS3ST3B1, KCNC4, ZFP36L1, KCNG1, TMPRSS2, WASL, KCNIP2, PI15, CLCN4, TEX14, FMO5, PLA2G3, KCNQ4
ATM_DN.V1_UP	0.310049019607843	0.388949062325927	0.385108966322386	1.10102713623907	252	103	PPL, GAB2, BCL2L11, VEGFA, SRD5A1, RET, H6PD, ADARB1, SPAG4, CNTFR, PARVA, FLT1, ZNF324
P53_DN.V2_DN	0.0205066344993969	0.0587235442482728	0.503656420247853	1.44794630893011	16	114	FKBP5, ELL2, GPSM2, HS3ST3B1, NOL3, BCL2L11, CHD1L, SNAI1, FAAH, TRPV6, GRK4, CLTCL1, SSTR2, SREBF1, HNRNPA0, PLEK2, CDADC1, PGF, RASAL1, EPHX2, SIL1, CYP27B1, IGFBP6
P53_DN.V2_UP	0.281862745098039	0.361179361179361	0.394543377391936	1.12849906599308	229	101	NFKBIA, RIPK4, OSGIN1, FOSL2, BARX2, P2RY6, PRKCE, SLC15A2, H6PD, KCNK3, PCDH1, GALK1, NTSR1, TNFAIP3, INPP5D, CXCL2
RELA_DN.V1_DN	0.0816326530612245	0.160714285714286	-0.386695709681626	-1.31654076124128	15	86	IL17RB, PSD, RHOH, MMP16, PC, BMPR1B, RASA3, RFX2, NFE2, CLDN6, HDAC9, DNMT3A, PVRL1, RAB30, MST1R, TEF, PRSS8, KCNK5
RELA_DN.V1_UP	0.0106508875739645	0.0394709363035155	0.513790159851463	1.49393888415568	8	122	VDR, LMO7, JUN, ZFP36, ATF3, F3, KCNC4, ZFP36L1, PDE5A, VEGFA, KMO, SNAI1, WRNIP1, SNAPC1, WASL, GADD45B, FOS, KLF6, PPAN, GAS7, CLDN15, EGR1, BIN1, HOOK1, SLC7A1, ZNF324, TEX14, KCNQ4, PAFAH1B2
P53_DN.V1_DN	0.014018691588785	0.0462762701489492	0.489507173602031	1.44734975074512	11	145	CBX4, NCALD, STOM, SGK1, KBTBD11, KANK1, SOX4, NAMPT, GLDC, CA12, SLC19A2, PLIN2, CRYAB, GREB1, NINJ1, TRIM22, EPB41L3, HSPA2, SLC26A2, ST3GAL5, CYFIP2, ZFYVE16, MITF, CDKN1A, MGLL, GAS7, GRAMD1B, RASSF2, GAMT, HMOX1
P53_DN.V1_UP	0.00112739571589628	0.0104767184035477	0.570188140126675	1.7038889000058	0	168	GLUL, PPL, GPSM2, INHBB, CYR61, S100P, CD9, KLF5, CORO2A, BCL10, F3, LRIG1, SCRN1, LAMP3, AZGP1, RRAS2, ARL4A, VASP, LHFPL2, SOX9, SAP30, VIPR1, LRRC42, MAFF, CHKA, CLTCL1, BMP4, CNN3, DAAM1, DHRS3, EGFR, AHR, SYNJ2, ADM, ZNF799, CXADR, EFEMP1, NEBL, APBB2, EXPH5, MYOF
BCAT_BILD_ET_AL_DN	0.0958164642375169	0.181093117408907	0.541816183312807	1.37680951555815	70	44	FRYL, IER5, PRPF38B, TAF1D, CTBP2, SORL1, ZNF281, ANKRD28, STARD13, SHC1, SRSF1, TNFAIP3, ARHGAP29, RIF1
BCAT_BILD_ET_AL_UP	0.0870165745856354	0.167817679558011	0.560946006227153	1.40293816109829	62	41	PALMD, ZNF703, RPS6KA1, FHDC1, BMP4, MTCH2, ST6GALNAC2, B4GALT1, WIPI1, SLC27A2
E2F3_UP.V1_DN	0.566948130277443	0.61938263943605	0.329419507123966	0.945820151157655	469	112	S100P, GPRC5A, NAT9, ZBED2, BDKRB2, PVT1, LHX6, LIF, C16orf74, BYSL, DTWD1, ARL15, ETV3, URB1, MFSD2A, PPAN, ARHGAP18, STK40, NR6A1, POP1, RIF1, PMAIP1, TBRG4, ESF1
E2F3_UP.V1_UP	0.125858123569794	0.218547164254001	0.41551997322182	1.23713804708694	109	160	MMP15, INHBB, RHOBTB2, TSPAN5, ZIC2, LEF1, ZNF703, SYNM, CDKN1C, RTN4RL1, CDK5R1, CEBPA, WNT9A, ZDHHC14, EGLN1, CYP26A1, TMOD2, EPB41L3, HSPA2, ATP6V1E1, ATAD2, GPR160, CDK19, NPTX1, RASGRP1, DDAH1, CRY1, TMEM201, CCNE1, CCNE2, MNX1, RASD1, DCLRE1B, ANKRD18A, FANCA, LRP4, SLC27A2, TMEM158, CBX2, ABCG2, BRI3BP, CCP110, CHML, HPGD, TMEM106C, CHST7
MYC_UP.V1_DN	0.0127388535031847	0.0437753329473075	-0.395143559706256	-1.452248491087	1	135	IRAK2, RHBDL2, CLSTN3, PCDHB4, KIAA1841, REC8, HOXC4, FBXO27, PPM1N, ARNTL, PC, IL18, PDK2, TEP1, GJB5, PLK1, AGER, CLIP2, PBX3, HIST1H2AC, HIP1, LINC00173, PRRT2, MTMR11, MN1, C11orf95, HOXB2, LMTK3, TRPM4, FGD6, PLEKHA2, BCL9, ATXN7L3, ANGPTL4, TNFAIP2, IL1R1, KRT80, ZNF467
MYC_UP.V1_UP	0.00116279069767442	0.0104767184035477	0.570800225584832	1.69013799015875	0	153	MPHOSPH10, PIM2, C20orf27, SLC25A26, GPD1L, SLC25A15, PPRC1, WDR43, GEMIN5, TFB2M, CHKA, C10orf2, LHX6, POLR1E, DGKD, NOP14, LYPD6, PUS1, PUS3, DDX10, MMP25, NIP7, HS3ST3A1, FOS, RRP12, TGFBRAP1, UTP15, QSOX2, WDR4, TMEM201, METTL1, NOL6, MRTO4, RPUSD4, UTP14A, SLC27A2, ESF1, IL17D, FARSB, PMM2, TAF4B, TSFM, NDUFAF4, GLRX5
SRC_UP.V1_DN	0.143835616438356	0.242722602739726	-0.309238280439284	-1.13990105630911	20	145	LIG1, IRAK2, PCDHB4, ZNF135, SYT15, KIAA1841, STARD3, CSAD, IVL, PC, MON1A, NPY5R, S1PR3, SEMA6B, IFIT1, GDPD3, E2F8, EZH2, SLC2A6, LFNG, MN1, SOAT1, B3GNT3, HOXB2, UNC119, IRX5, RARA
SRC_UP.V1_UP	0.254658385093168	0.343263118534214	-0.30610536304005	-1.11446802998393	40	125	MAMDC4, ABTB1, HDLBP, MTMR9LP, AAAS, SLC25A23, SH3BGR, MLXIPL, APBA1, SCARF2, TMUB1, ICAM5, BCL2, TMEM88, KCNH3, NAT8L, MMP16, STAC3, TAF3, ASPSCR1, RAB3A, SMO, CLDN9, SLC25A22, VPS37D, TONSL, APC2, FBXO44, CLIP3, PDZD7, POU3F2, HMX1, DNAJC22, MAPK8IP2, PPP1R3B, HPX, SRC
SNF5_DN.V1_DN	0.182897862232779	0.278771741628994	0.402227882943093	1.17490983259788	153	127	TNFRSF21, PKP1, CACNB4, GATAD2A, CARD10, SIM2, SPEG, RGS16, SH3RF1, CD99L2, CBR3, FAH, RFX3, EFEMP1, EFNA3, TPD52L1, NPR1
SNF5_DN.V1_UP	0.0677764565992866	0.145565344287104	0.457082081672265	1.34012750448663	56	138	ATP1B1, TMEM106A, FAM105A, CD9, IER5L, SLC6A6, GOT1, ZMYND19, FGF18, ID2, MKL1, EVL, CXCR4, MSX1, GTF3A, CORO1C, DDX3X, ABCE1, ENPP3, GBP1, PITPNB, HAT1, KIF20A
CAMP_UP.V1_DN	0.00112359550561798	0.0104767184035477	0.570225314418636	1.71162162438868	0	177	NDRG1, RERE, LRRFIP1, MTMR9, TSPAN5, KBTBD11, ZFP36, DLG5, ITSN1, PRDM1, EZR, JARID2, BCL2L13, IL4R, TANC2, RASD2, TSC22D1, DYNLL1, RAB31, TMBIM1, SYPL1, SLC15A2, ID2, MAP2, ASAP2, ETS2, USP36, TLN2, EPB41L3, MAPK1, DPYSL3, DDAH1, BZW1, TTYH3, GLO1, USP38, SNN, BCR, MBD2, SEPT11, SRRM1, UBE2E2, SLC35E2, ABLIM1
