pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GCNP_SHH_UP_LATE.V1_DN	0.139297848244621	0.22123775897675	0.408507534591318	1.21975569172978	122	153	WWC1, SAT1, SLC2A1, GNPTAB, ACVR1, IL4R, ENPP1, UBE3C, GJB6, PTPRJ, EPHB6, EPB41L4B, CDCP1, EEPD1, ADRB2, EIF4ENIF1, ACOT1, PIP5K1A, PUS1, GPR3
GCNP_SHH_UP_LATE.V1_UP	0.130777903043968	0.216815997151842	0.405835783008369	1.2198048441534	115	167	MPHOSPH10, SQRDL, CREM, DNM1L, SACM1L, DIDO1, ZNF644, PSME4, PLEKHA7, CLCN5, HNRNPU-AS1, ZNF281, IVNS1ABP, CLIC4, CASD1, NPTX1, SOCS2, TARDBP, SRSF1, DDX3X, ABCE1, ZNF638, YTHDF3, PHTF2, GART, NAA15, ARL5A, USP39, HIGD1A, MATR3, GALNT3, NR5A2, GNL3, EIF3A, IDH2, TRIP13, TMOD3, NAA30, ARIH1, MBD2, LLGL2, MRTO4, CDC25A, RLIM, TM9SF3, TIMM8A, ZKSCAN1, ZFX, SLC12A1, NOP56, RYK, COPB1, FAM60A, CLIP4, CYP4B1, NPM1, ATAD2B, MOB1A, EIF2A
RAPA_EARLY_UP.V1_DN	0.0146561443066516	0.0565308423256563	0.490936438515805	1.47124319679754	12	162	CBX4, GLUL, PISD, ABTB2, CRY2, KDM4B, ESRRA, LRIG1, MID1, MFSD7, CACNB4, SOS1, GDPD5, ITPKC, PRKCE, FAM49A, IGFBP3, TRIM22, INPP5J, PTGS1, WFS1, ZNF799, KRT4, WNK1, YTHDF3, CIB2, SERBP1, MUC3A, SF3B1
RAPA_EARLY_UP.V1_UP	0.134549600912201	0.219983070085996	0.413799462333077	1.23053119971461	117	140	KIAA0040, PLEKHA6, KCNC4, EFNA5, CLCC1, PDE5A, CCDC9, CCDC88C, CEBPA, HERC3, NAT9, C1orf95, GREB1, NINJ1, PPP3CA, CTBP2, CDON, SFPQ, ANK1, PART1, SEPT11, TICAM1, MXRA7
HINATA_NFKB_IMMU_INF	0.394342762063228	0.458288461672074	0.519597371199571	1.07243880683428	236	12	NFKBIA, CXCL2
HINATA_NFKB_MATRIX	0.145719489981785	0.229508196721311	0.726277606001808	1.36157502411451	79	8	CD9, RAC1, RND3, FN1
CYCLIN_D1_KE_.V1_DN	0.0523321956769056	0.11239528389699	0.454966682254742	1.35358871058106	45	141	INHBB, KIAA0040, DNAJB4, ADD3, ALPL, F3, PIK3R1, WTAP, KLF9, ARL4A, DNM1L, MYL5, RAPGEF5, NKX3-1, PSME4, KRT5, MPI, GAB1, RRP1B, UBE3A, ADARB1, NR6A1, GART, CD53, COG2, FLT1, BNIP2, ANGPT1, ZNF35, POU3F1, NEDD4, KIF1A, UCP2
CYCLIN_D1_KE_.V1_UP	0.0248306997742664	0.0789559721011334	0.471403078301608	1.416856668961	21	168	KLF4, TTLL12, MMP15, ST3GAL4, CEBPD, FZD5, ALDH3A2, FOXK2, RAB31, GOT1, CDK6, FOSL2, SCAP, AHR, PLCB2, ETS2, CHKA, DGKD, TRIO, EPHA2, CDR2, CENPB, CDKN1A, RUNX1, FHL2, FAM3C, CA4, ABLIM1, KDM5C, E2F4, SNRPB2, INTS9
CYCLIN_D1_UP.V1_DN	0.0590909090909091	0.123147092360319	0.442200928029477	1.32055302746507	51	155	KIAA0040, DNAJB4, ACVR1, PIK3R1, WTAP, RRS1, KLF9, VASP, G6PC, SYPL1, MYL5, SNAPC1, RGS16, TPD52, BTG1, CXCR4, KRT5, MPI, GAB1, NR6A1, PUM2, PAFAH1B2, COG2, MT1F, PSEN2, ATP6V1A, ZNF35, POU3F1, GALK1, UMPS, NEDD4, GNS, KIF1A, UCP2, CASP2, ERCC4, SLC6A4, SCAF11, ATR, MRE11A, CDKL5, RYK
CYCLIN_D1_UP.V1_UP	0.00793650793650794	0.0394736842105263	0.515945638147352	1.5381180704091	6	150	KLF4, TTLL12, MMP15, ST3GAL4, CEBPD, FZD5, ALDH3A2, FOXO4, STAT5A, RPS6KA1, GADD45A, RAB31, GOT1, SCAP, ETS2, HNRNPA0, EPHA2, CENPB, FHL2, CA4, CPT2, ABLIM1, KDM5C, ITGB1BP1, SLC12A4, INTS9, MNX1, THBD, EGR1
CSR_EARLY_UP.V1_DN	0.0223880597014925	0.07631276118951	-0.347788360941161	-1.32109554432356	2	131	MPPE1, ATF7IP, ARRDC4, ALDH3B2, PMS2P1, CC2D1A, ANKZF1, SULF1, ZNF500, NR1H3, ERMAP, TRIM69, STAT2, INCA1, ACCS, BRD8, LRIG3, COL1A1, AMT, PLCD1, CIRBP, SNPH, OTUD1, SIX1, ELMOD3, APBB3, ZFP64, ZFYVE1, PRRT2, ACBD4, IFIT2, YEATS2, CYP2R1, BBC3, SIX5, LDB1, LRRK2, ZNF467, FZD2, STC2
CSR_EARLY_UP.V1_UP	0.00113765642775882	0.0121951219512195	0.622832014262808	1.85351797563346	0	147	FAM107B, NET1, FJX1, BCAR1, ST3GAL1, SHB, EHD4, TCEB3, AMD1, F3, TRNP1, KLF13, TCEB1, PXN, RGMB, DLX2, TOP1, HPCAL1, PAPD7, SOX9, VGLL4, PHLPP2, SNAI1, GATA2, ACTR3, GTPBP4, PTPN1, USP36, DDX21, NIP7, AMMECR1L, GNL2, UBE2N, LRRC8A, DKC1, TMEM2, MYO9B, REPS2, SPRY4, NOP16, KPNA4, EIF4A1, SLC30A1, MRPS35, UTP3, YWHAG, SLC16A1, FZD8, DOT1L, TIMM22, MESDC1, TFG, EIF4A3, TDG, DNTTIP2, MAPRE1, DSP, ZNF324, ZNF800, SRP72, RNPS1, CHUK, EIF4H, DHX33
CSR_LATE_UP.V1_DN	0.0230149597238205	0.07631276118951	0.495607110856314	1.46870748439178	19	137	TSC22D3, SCML1, BCL10, MAN1A1, LRIG1, SDPR, SOD2, DHCR7, KIAA0930, TSKU, CDS2, PDE5A, EPHB6, NFKBIE, KIAA1147, CMBL, IRS2, SCD, HMGCR, SNX18, TRIM22, CALD1, C1orf115, PGF, TP53INP1, MAMLD1, BACH1, FDFT1, DAAM2, NYNRIN, C1orf52, LONRF1, DDX60L
CSR_LATE_UP.V1_UP	0.0500568828213879	0.108744262680946	0.454706822312146	1.35302322096576	43	146	MRAS, ST3GAL4, KCNC4, GINS2, TRNP1, TCEB1, MT2A, SMS, IGFBP3, NUDCD1, LYAR, SRM, NETO2, RPF2, GTF3C6, MT1G, MT1X, MT1F, TRIP13, CCT6P3, MTHFD1, ITGA6, MAPRE1, HAT1, TOMM34, HAUS2, CIAPIN1, UMPS, TUBG1, TSPAN13, FARSB, EIF3B, CASP2, RAD18, ZNF367, FANCA, VEGFC, GREM2, CYP4B1, FABP5, NMB, ASB6, NUP88
AKT_UP_MTOR_DN.V1_DN	0.0784090909090909	0.151217532467532	0.433188622845335	1.29363940937659	68	155	STEAP1, PDZRN3, ITSN1, SASH1, LIMD1, ITPKB, PKP1, FAM20C, IRS1, CAMKK2, CHAD, IL13RA1, PHLDA2, EFEMP1, ERF, GNMT, CHST12, AP2B1, MLPH, TBCE, LRRC1, CAP2, PLEK2, MSX1, PDIA5, MYO1G, POLI, FAM134C, TSPYL4, CHN2, MTHFD1, ITGA6, HPGD
AKT_UP_MTOR_DN.V1_UP	0.281531531531532	0.359523374726077	0.370905880825877	1.11102672209209	249	159	AK4, DUSP1, SEC14L2, CLMN, TGIF1, ATF3, IGF1R, SLC6A6, GLDC, DHCR7, PTPRJ, DHCR24, TMEM56, KLF6, PACSIN3, TPRN, BACE2, RASSF1, KCTD9
AKT_UP.V1_DN	0.235827664399093	0.319453924914676	0.38794856486505	1.15653792548934	207	150	PDZRN3, ZFYVE21, FBXO32, SASH1, LIMD1, ITPKB, ALPL, STAT5A, PKP1, FAM20C, IRS1, CHAD, IRS2, IL13RA1, FAH, EFEMP1, GNMT, CHST12, KRT5, NT5DC3, GHR, CAP2, PLEK2, PDIA5, POLI, TSPYL4, CHN2
AKT_UP.V1_UP	0.18233295583239	0.273499433748584	0.396979837717014	1.18469396378702	160	152	MMP15, AK4, SEC14L2, CLMN, SLC2A1, ATF3, SLC6A6, DHCR7, GOT1, PTPRJ, UNC5B, DHCR24, PTPN14, PREP, TMEM56, KLF6, PACSIN3, TPRN, BACE2, RASSF1, BPGM
MTOR_UP.V1_DN	0.13641488162345	0.219983070085996	0.405314360857112	1.21465010374489	120	162	DUSP1, ARL4D, CRY2, FBXO32, SASH1, MYC, KCNC1, OSGIN1, B3GALNT2, ARTN, TNIP2, IRS2, ID2, FAH, L2HGDH, PRSS23, ADAMTS8, RRM2B, CHST12, ABCA1, KRT5, PDIA5, NR1D2, LIFR, CCDC134, UBXN2A, PTGER4, SLC12A4, NFXL1, RBP1, NCAM1, OLFML3, TMEM186, KCNK3, NFIL3
MTOR_UP.V1_UP	0.112866817155756	0.201243664551301	0.419392132172233	1.25167511947478	99	148	AK4, ERN1, TMEM106A, STEAP1, SLC2A1, ATF3, DHCR7, DHCR24, PTPN14, CMBL, PREP, LTV1, CCDC86, IDH3A, H6PD, AP2B1, CYP26A1, SQLE, FAM134C, FDFT1, ATXN7L1, PDK1, ADRA1B, MTHFD1, HIVEP3, PPAN, MINA, LGALS3, TESC, CTRB1, ZNF518B, NTSR1, TFRC
PIGF_UP.V1_DN	0.201680672268908	0.293452222517966	-0.294208418609133	-1.1233804053431	23	154	ZFR2, SMG6, SMARCD1, LY6E, S100A4, COL11A2, ZNF646, SRGAP3, LOXL1, CTF1, CLDN9, MYO1F, IGFBP5, ZFHX2, EDN2, TMEM97, FZD7, SH3BP1, POU2F3, TTLL3, ENTPD2, EVPL, TROAP, MSI1, KLK10, ITGB4, CACNA1H, GATA4, MCF2L, MAST1, RELB, NOS2, SDC4, PKD1, CDKN2C, KCNC3, NFKB2, MAP1A
PIGF_UP.V1_UP	0.0267857142857143	0.0799943566591422	0.462374271701478	1.39330653673219	23	175	KIAA0040, PISD, SAT1, RRS1, HIF1A, IL6ST, ARL4A, DNAJC3, GGCX, CRYZ, ZNF354A, SLC4A7, LARP4, SGMS1, BPGM, TGFBR3, ITSN2, MBTPS2, DHX29, MAPK6, ABCE1, MTM1, THOC2, PEX1, BACH1, ZNF451, CPD, SYNE2, MAP2K4, RIF1, CEBPZ, STXBP3, TDG, NUP155, STAM2, KIF5B, IREB2, PPID, STK38L, AMPH, CALB2, PAPOLA, ADAM9, TWISTNB, SCAF11, ATR, EIF2S3, MAFK, MKLN1, NEK7, ATP13A3, ZC3H14, OPA1, N4BP2L2, REV3L, STAU2
VEGF_A_UP.V1_DN	0.00111731843575419	0.0121951219512195	0.58521878790823	1.76250052080802	0	173	FKBP5, INHBB, LRRFIP1, SAT1, STEAP1, C5orf30, AMD1, BCL10, MBD4, RRS1, KLF9, RASA2, GATA6, ATP8B3, BAZ1A, LRP8, CRYZ, CCDC86, DDX21, PCDH7, NUP50, SLC4A7, NCOA3, RND3, POP1, RRP12, KIF23, B4GALT5, DHX29, MAPK6, MT1X, THOC2, PNO1, ZC3H15, CNTFR, FLT1, RIF1, ARHGAP29, CEBPZ, NUP155, CCNE1, SLC30A9, SEL1L, AMPH, ORC2, PRPF40A, DKK1, IPO5, AASS, ST13, PAPOLA, SETBP1, MRPL19, ADAM9, SCAF11, PRMT3, EIF2S3, CSE1L, RAB3B, VEGFC, MAFK, MKLN1, NEK7, ATP13A3
VEGF_A_UP.V1_UP	0.341216216216216	0.418277016085501	0.359662228809416	1.07824268166013	302	160	PPL, NEDD9, PER2, ATF3, MTSS1, HSD11B2, TRAF5, KIAA0930, PTPRJ, NFKBIE, IRS2, ID2, NINJ1, INPP5J, LONP2, DENND3, HLA-DMA, ABCB10, ARL4C, PART1, ADARB1, DUSP8, CORO2B, TP53I11
BCAT_GDS748_DN	0.436619718309859	0.491197183098592	0.406859756833982	1.02197162489597	309	41	RPS6KA5, MYBL1, PDHA1, CELSR1, HSDL2, UROS, EXOC2, PBLD, LAP3
BCAT_GDS748_UP	0.0280898876404494	0.0816767502160761	0.624945773070439	1.56949618079718	19	40	NEDD9, BAG3, LEF1, SLC39A14, PLEKHB2, C9orf3, AQP3, BAMBI, FAH, PHLDA2, DDAH1, UBE2N, COTL1, NPTX1, RUNX1, FAM3C
BCAT.100_UP.V1_DN	0.459499263622975	0.510855063674954	0.4093427328109	1.00090863141168	311	32	TMPRSS2, TLN2, FZD4, CHRNA2, ZNF749, KRT32, CCDC53
BCAT.100_UP.V1_UP	0.0198019801980198	0.0706146086306744	0.635969702194305	1.59351101446312	13	39	PLEKHF1, SLC7A8, CD9, IRS1, DUSP6, BMP4, DNAJC3, ENC1, EFEMP1, RUNX1
ATF2_S_UP.V1_DN	0.137343927355278	0.219983070085996	0.412541246107351	1.22707894476149	120	142	PPL, AK4, PISD, CLMN, CYP1B1, KBTBD11, GPRC5C, IL4R, PTGER2, SBNO2, AK4P3, TPD52, FOS, EFEMP1, DGKD, ST6GALNAC2, PLEK2, ADARB1, ADAM22, TAF1C, PNMA2
ATF2_S_UP.V1_UP	0.0489192263936291	0.108744262680946	0.45907756849835	1.36581916486895	42	141	IL20RA, MRAS, GRHL2, ANKRD11, NIPAL3, ABLIM3, PPM1H, STEAP1B, ADRB2, NFE2L3, KCNB1, ETS2, SLC9A2, LHX6, C1orf115, KIF23, ARSJ, RASGRP1, KIF20A, ZNF324B, ITGA6, CTNNBIP1, ANXA3, CHML, GALNT6, GNA14
ATF2_UP.V1_DN	0.0226500566251416	0.07631276118951	0.48122057733954	1.43815208557597	19	154	PPL, ZC3H12A, AK4, PISD, CYP1B1, AFF1, GPRC5C, ZNF652, RAB11FIP1, SLC25A15, SOD2, SIK1, AK4P3, IRS2, SCD, TPD52, SLCO4A1, FOS, EFEMP1, DGKD, ST6GALNAC2, GSR, RPS6KB1, PLEK2, FAM198B, TAF1C, PNMA2, SCRG1, CCP110, NEAT1, ADAM15, LIMCH1, HMG20A
ATF2_UP.V1_UP	0.627137970353478	0.665893687622513	0.305886716265987	0.909626962348665	549	140	NEDD9, ANKRD11, EFHD1, GINS2, STAT5A, ABLIM3, TRIM14, STEAP1B, MAP2, ARSJ, PCDH1, CORO2B, ZNF324B, HPGD, RBP1, GALNT6, GNA14, CLDN15, KCNK3
WNT_UP.V1_DN	0.0356731875719217	0.0898182250207912	0.481961391283542	1.42826906043169	30	137	TNFRSF21, ATP7B, PIM2, CYTH1, TSPAN5, CD44, NAGK, TANC1, OCLN, VEGFA, CMBL, FAAH, CELF1, PCDH7, ABCA1, MAK16, BPGM, TGFBR3, TGFBR1, AGT, ADRB1, MAPK7
WNT_UP.V1_UP	0.507462686567164	0.554395651798809	0.332334745955416	0.984555059496173	441	133	INHBB, RBPMS, THRB, CLDN8, DHCR24, MTF1, AP1B1, FGF18, CKAP4, MAPKBP1, CCDC86, FOS, GNMT, SNN, PLA2G6, NBL1, MAPRE2, F2R
ATM_DN.V1_DN	0.0312876052948255	0.0857008318945221	0.513393494272389	1.46518804009387	25	99	MRAS, GPSM2, ST3GAL1, HS3ST3B1, KCNC4, ZFP36L1, TMPRSS2, KCNG1, WASL, KCNIP2, PI15, FMO5, PLA2G3, CLCN4, MS4A2, TEX14, KCNQ4, PTPN11
ATM_DN.V1_UP	0.342105263157895	0.418277016085501	0.378394665895367	1.08492863522407	285	103	PPL, GAB2, VEGFA, BCL2L11, SRD5A1, RET, H6PD, ADARB1, PARVA, CNTFR, FLT1, ZNF324, SPAG4
P53_DN.V2_DN	0.041958041958042	0.100380632026202	0.487755029749901	1.41750645685677	35	114	FKBP5, GPSM2, ELL2, HS3ST3B1, NOL3, CHD1L, BCL2L11, SREBF1, SSTR2, SNAI1, TRPV6, CLTCL1, FAAH, GRK4, HNRNPA0, PLEK2, CDADC1, RASAL1, PGF, EPHX2, C1orf21, TP53TG1
P53_DN.V2_UP	0.420359281437126	0.481502449646162	0.361660012682193	1.03524754371723	350	101	NFKBIA, RIPK4, OSGIN1, PRKCE, FOSL2, P2RY6, BARX2, SLC15A2, H6PD, TNFAIP3, PCDH1, MT1G
RELA_DN.V1_DN	0.0833333333333333	0.156737493275955	-0.375989182871108	-1.31734857862783	14	86	HTR3B, MECOM, SEMA3A, GSTM1, TACSTD2, TNNI3, LGALS4, TXNRD2, RASA3, TRAF1, IL17RB, PSD, FTCD, UTS2, STAG3, PC, RHOH, BMPR1B, DNMT3A, NFE2, CLDN6, RAB30, RFX2, HDAC9, PVRL1, TEF, MST1R, PRSS8, KCNK5
RELA_DN.V1_UP	0.0241102181400689	0.0785660556633279	0.504804339693845	1.48699182997147	20	122	VDR, LMO7, JUN, ZFP36, ATF3, KCNC4, F3, ZFP36L1, PDE5A, KMO, VEGFA, WRNIP1, SNAPC1, WASL, GADD45B, SNAI1, KLF6, FOS, HOOK1, DUSP8, SLC7A1, PAFAH1B2, GAS7, PDK1, ZNF324, THBD, EGR1, PPAN, CLDN15, DLGAP1, TEX14, AP4E1, KCNQ4
P53_DN.V1_DN	0.0125427594070696	0.0515343810420901	0.508220556440938	1.51172431465357	10	145	CBX4, SGK1, STOM, KANK1, NCALD, KBTBD11, NAMPT, SOX4, GLDC, CA12, SLC19A2, CRYAB, GREB1, CYFIP2, NINJ1, SLC26A2, EPB41L3, TRIM22, PLIN2, ST3GAL5, ZFYVE16, MTUS1, MGLL, CDKN1A, HSPA2, MITF, GAS7, TP53TG1, GRAMD1B, THBD, GAMT
P53_DN.V1_UP	0.00112866817155756	0.0121951219512195	0.57179541834112	1.71859749978047	0	168	PPL, GLUL, GPSM2, INHBB, CYR61, S100P, CD9, KLF5, CORO2A, BCL10, F3, LRIG1, LAMP3, RRAS2, SCRN1, AZGP1, VIPR1, ARL4A, VASP, LHFPL2, SAP30, SOX9, BMP4, MAFF, LRRC42, EGFR, CLTCL1, AHR, CNN3, NEBL, DAAM1, SYNJ2, CHKA, CXADR, DHRS3, EFEMP1, MYOF, APBB2, ZNF799, ADM, FHL2, EXPH5
BCAT_BILD_ET_AL_DN	0.0856353591160221	0.156737493275955	0.546869588133723	1.39015829472801	61	44	FRYL, IER5, SORL1, PRPF38B, CTBP2, ZNF281, TAF1D, TNFAIP3, ANKRD28, SRSF1, STARD13, SHC1, RIF1, ARHGAP29, EFR3A, SMAD5, COPB1, ARPC2, PUM1, SECISBP2, OSBPL10, PRKDC
BCAT_BILD_ET_AL_UP	0.0464788732394366	0.107128134661628	0.587799860014793	1.47646644319768	32	41	PALMD, ZNF703, RPS6KA1, FHDC1, BMP4, B4GALT1, MTCH2, ST6GALNAC2, WIPI1
E2F3_UP.V1_DN	0.510489510489511	0.55449722691102	0.336231366981112	0.976010119095491	437	112	S100P, GPRC5A, ZBED2, NAT9, BDKRB2, LIF, PVT1, C16orf74, LHX6, DTWD1, ARL15, BYSL, URB1, ETV3, POP1, MFSD2A, STK40, ARHGAP18, NR6A1, PMAIP1, ESF1, NYNRIN, RIF1, THBD, PPAN, POLR1A, INTS7
E2F3_UP.V1_UP	0.150900900900901	0.230550284629981	0.40004799743879	1.19931644470717	133	160	INHBB, MMP15, RHOBTB2, TSPAN5, LEF1, ZIC2, CDKN1C, ZNF703, SYNM, RTN4RL1, WNT9A, CEBPA, CDK5R1, EGLN1, ZDHHC14, EPB41L3, GPR160, DDAH1, ATAD2, CCNE2, CYP26A1, CDK19, NPTX1, ATP6V1E1, TMOD2, HSPA2, RASGRP1, ANKRD18A, CRY1, TMEM201, DCLRE1B, BRI3BP, MNX1, CCP110, CCNE1, SLC27A2, HPGD, POLE2, CHML, LRP4, ABCG2
MYC_UP.V1_DN	0.015748031496063	0.0595275590551181	-0.377606555819573	-1.41953822754464	1	135	KIAA1841, IRAK2, CDCA8, C11orf80, PC, HIP1, GBP3, ARNTL, TEP1, PPM1N, CLSTN3, RHBDL2, GJB5, PBX3, PDK2, PLK1, LINC00173, FBXO27, IL18, HIST1H2AC, MTMR11, CLIP2, MN1, PRRT2, AGER, BCL9, C11orf95, FGD6, LMTK3, PLEKHA2, TRPM4, HOXB2, ATXN7L3, ANGPTL4, IL1R1, KRT80, TNFAIP2, ZNF467
MYC_UP.V1_UP	0.00339750849377123	0.0237825594563986	0.543423553047683	1.6225991339745	2	153	MPHOSPH10, PIM2, SLC25A15, GPD1L, C20orf27, SLC25A26, GEMIN5, PPRC1, WDR43, TFB2M, LYPD6, TGFBRAP1, NIP7, POLR1E, CHKA, FOS, LHX6, MMP25, C10orf2, NOP14, PUS1, DGKD, DDX10, RRP12, HS3ST3A1, UTP15, QSOX2, PUS3, WDR4, ESF1, NOL6, METTL1, TMEM201, PMM2, SLC27A2, IL17D, MRTO4, UTP14A
SRC_UP.V1_DN	0.12	0.205699774266366	-0.309592390529625	-1.17771009009749	14	145	TMEM14A, LIG1, C1orf159, WASH3P, ZNF789, IFITM10, COQ4, STARD3, KIAA1841, IRAK2, IFIT1, PC, KCNMB3, SYT15, CSAD, ZNF135, IVL, E2F8, NPY5R, MON1A, EZH2, SEMA6B, S1PR3, GDPD3, LFNG, MN1, B3GNT3, SLC2A6, SOAT1, UNC119, HOXB2, IRX5, RARA
SRC_UP.V1_UP	0.0296296296296296	0.0823529411764706	-0.350125000425024	-1.31741933448777	3	125	TAF3, WTIP, MTMR9LP, MAMDC4, PCP4, BCL2, AAAS, CAPS, SLC25A23, NAT8L, TMUB1, ICAM5, QPCTL, ABTB1, SH3BGR, MLXIPL, CLDN9, ASPSCR1, SCARF2, KCNH3, TMEM88, APC2, SLC25A22, VPS37D, RAB3A, STAC3, TONSL, SMO, POU3F2, FBXO44, CLIP3, DNAJC22, HMX1, PDZD7, MAPK8IP2, HPX, PPP1R3B, SRC
SNF5_DN.V1_DN	0.228637413394919	0.31773875832088	0.390720461238352	1.15383767398705	197	127	TNFRSF21, PKP1, CACNB4, CARD10, GATAD2A, SIM2, SH3RF1, SPEG, CD99L2, RGS16, CBR3, FAH, RFX3, EFEMP1
