pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GCNP_SHH_UP_LATE.V1_DN	0.196994991652755	0.37730343980344	0.243677337694842	1.13917736848588	117	153	GJB6, SOX18, ADRB2, PTPN18, NMI, SLC19A1, ACVR1, EPB41L4B, ITGAE, LGALS4, KANK3, EEPD1, EIF6, UBE2V2, AGER, VEGFC, NTHL1, STX1A, S100A11, CDHR5, WWC1, CNN1, ZNHIT2, ITGA7, PUS1, TCEA2, FOXD3, KLK8, ATAD3A, FAM111A, TGFB3, DDA1, FCGRT
GCNP_SHH_UP_LATE.V1_UP	0.00247524752475248	0.0325581395348837	-0.323963204732254	-1.61902814600049	0	167	MCM4, CLCN5, PSME4, PRC1, SDC2, EIF3A, MIOS, VPS4B, COPB1, FRMD6, SYT4, SLTM, ZMYM6, TMOD3, CASD1, LUC7L3, KIFC1, E2F8, SRSF1, C1orf174, KIF2C, ZNF281, PCNT, MOB1A, NAA15, SLC23A2, GFM2, ARL5A, MCM10, PLEKHA7, FBXO11, PHTF2, ZKSCAN1, XPO1, LBR, VPRBP, INCENP, RRM2, NUSAP1, SMC4, TOP2B, CASP4, ARIH1, SMC2, SERPINB9, CUL4A, FANCM, AURKA, GART, SRSF10, LRRC23, CLIP4, YTHDF3, TOP2A, DLGAP5, METAP1, GALNT3, CHEK1, RLIM, CDC25C, SLC12A1, P2RY2, PLK2, FOXA1
RAPA_EARLY_UP.V1_DN	0.00978792822185971	0.0647260273972603	0.306728953954587	1.44280528221009	5	162	TNN, ABTB2, GDPD5, FAM49A, GLUL, GPR12, PISD, CRMP1, COL9A1, PLEKHO2, ACHE, AOC3, BBC3, PCBP4, IGFBP3, ITPKC, DDN, LHB, SNAPC4, COL10A1, COL9A2, PSMA7, MGST2, PINK1, PAX2, MYCN, ZNF799, STK11
RAPA_EARLY_UP.V1_UP	0.519607843137255	0.650370081807558	-0.199537095587887	-0.966034609142274	211	140	IRF7, DNAH3, GNG12, TICAM1, PLEKHA6, NUDCD3, MAN1A2, FOXJ1, AVPR2, TIMP2, SLC25A42, SHC3, P2RX7, ASTN2, PPP3CA, PIGO, ITGA5, AMOT, CBX5, ASPH, COL5A2, PIP5K1B, NCOA1, NKX2-8, ATF6, DAGLA, VTN, HBP1, KRT19, TRIM38, PHKA1, HIVEP1, CCNG2, FGFR2
HINATA_NFKB_IMMU_INF	0.180582524271845	0.370979316167159	0.475380302731083	1.29179371866293	92	12	NFKBIA, IRF1
HINATA_NFKB_MATRIX	0.555323590814196	0.668510564738109	-0.384277264654068	-0.922911566762264	265	8	RND3
CYCLIN_D1_KE_.V1_DN	0.223587223587224	0.402457002457002	-0.226211629694752	-1.09488140933157	90	141	HPX, RRP1B, DRD4, ANGPT1, CHD8, FXR2, PGM5, IL1R1, IFNAR1, KCNJ8, NCKAP1L, BNIP2, FES, ACTN2, PPIG, TESK1, GRIN2B, SPTLC2, NEDD4, NNT, PEPD, GPSM3, YLPM1, NKX3-1, KIF1A, CXCL3, UBE3A, ARNT, GART, ATF2, ATF7, TOB2, ZNF132, CD53, SALL2
CYCLIN_D1_KE_.V1_UP	0.363939899833055	0.529112623603442	0.222381025708226	1.04946660430204	217	168	MMP15, CEBPD, GOT1, TTLL12, THY1, CYP2E1, PLCB2, CHKA, BRF1, DUSP4, DGKD, PMPCA, SCAP, KLC1, ST3GAL4, KLF4, POLR2C, E2F4, CDR2, CA4, IFRD2, PPID, ETS2, LTBR, PTS, PLK3, EIF5A, NEK3, CDKN2A, BATF, TRAF1, ZNF787, DYRK4, FOSL2, AGXT, COX17, HOXC5, FOXK2, FGFR4
CYCLIN_D1_UP.V1_DN	0.257095158597663	0.454121354906152	0.235909938324909	1.10243149833318	153	155	RGS16, WTAP, G6PC, S100A4, RRS1, ZNF35, POU3F1, HRG, CXCR4, ACVR1, RAB9A, TPD52, DNAJB4, BBC3, HPS1, BAG1, SNAPC1, GALK1, SPIB, CD19, MYL5, AGER, NTHL1
CYCLIN_D1_UP.V1_UP	0.0418060200668896	0.168113570056216	0.282847997449788	1.31867572885675	24	150	MMP15, CEBPD, GADD45A, FOXO4, GOT1, TTLL12, BIN1, THY1, ITGB1BP1, SLC19A1, PDE1B, SMOX, SCAP, STAT5A, PDE2A, ETV4, ST3GAL4, KLF4, PAX2, CA4, BMP1, ETS2, LTBR, PTS, DVL1, PLK3, EIF5A, RGR, MYL6, NEK3, BATF, TRAF1, DYRK4, KSR1, COX17, HOXC5, EGR1, NDUFB7, WNT10B, DNASE2, RPS6KA1, TAGLN, RABEPK, SNRPC, SUPT5H, BLM, HNRNPA3P1, WNT1, CA9, MALL, PPIB, TSC2, MNX1, HNRNPA0, AXIN1, ZYX, CHRNA5, HBA2
CSR_EARLY_UP.V1_DN	0.00985221674876847	0.0647260273972603	-0.321026923298546	-1.53532680087671	3	131	GLG1, ZNF33A, USP33, MOSPD2, SLC9A7, DDX17, NBPF3, SNPH, LRRK2, LTN1, NR1H3, EIF4EBP3, ZNF226, BRD8, TRIM69, ALDH1L2, YEATS2, INCA1, ARRDC3, SPG11, SLC25A46, ABCC10, STAT2, ROBO1, RABGAP1, UBN2, SLC7A14, ATP11A, KIAA1147, PHIP, FBXO38, TRIM56, NYNRIN, ERAP2, ZFYVE1, HBP1, SIX5, GFRA1, ATF7IP, CDKN1B, TFAP2A, STC2, LRIG3, FAM46C
CSR_EARLY_UP.V1_UP	0.0102739726027397	0.0647260273972603	0.32550967140781	1.50695883177005	5	147	ST3GAL1, NET1, TCEB1, SNAI1, SPRY4, FJX1, SOX9, FAM107B, EHD4, PAPD7, SLC37A4, F3, PPIF, TOP1, TRNP1, RGMB, DLX2, AMD1, CCDC59, BCAR1, TXNDC12, PLAUR, NOP16, AMMECR1L, PNP, IL11, RRP9, GTPBP4, DOT1L, SHB, CBFB
CSR_LATE_UP.V1_DN	0.295121951219512	0.502504943968359	-0.221459210075793	-1.06952534443276	120	137	EPHB6, DPP4, KIAA1147, DRAM1, TP53INP1, ADAM17, PRKCI, HMGCS1, GLT8D2, PRKG1, LDLR, FADS1, NYNRIN, CMBL, OAF, BTG2, BACH1, STARD4, PDP1, GFRA1, DDX60L, TSKU
CSR_LATE_UP.V1_UP	0.738461538461539	0.825853436504324	0.190877441844864	0.88408194138217	431	146	MRAS, TCEB1, TRNP1, RPF2, SNRPA1, TIMP3, UTP18, NMB, GINS2, IGFBP3, ST3GAL4, STRA13, SLC25A11, FANCA, VEGFC, C19orf48, POLR3K, ASB6, CBFB, CDK5, UMPS, EIF5A, CXCL12, COPS3
AKT_UP_MTOR_DN.V1_DN	0.300500834724541	0.502607590822462	0.230631263164807	1.07776370431277	179	155	PKP1, KCNK3, STEAP1, LIMD1, PHLDA2, SLC37A4, METTL5, BMP7, MSX1, LRRC1, GSTA4, RGS19, ERF, PLEK2, C11orf71, RNF25, MERTK, RPS6KB2, SLCO3A1, TP53I13, PMPCB, IFRD2, SMARCD3, MOCOS, PNLIPRP1, TBCE, IRS1, BDH1, SH3BGR, GNMT, CBY1, MLXIPL, KLF1, AMPD2, MRPS6, SNHG6, FKBP10, S1PR3, TIPIN, PPP1R3C, ADORA1, CBS, C7orf55, FAM20C, GSDMA, EIF4E3, MLPH, KCTD12, GAS1
AKT_UP_MTOR_DN.V1_UP	0.665835411471322	0.758123841519926	-0.188515068518158	-0.929150308342169	266	159	FXR2, PAK1, IL1R1, NIN, PSCA, TMEM40, RIMKLB, CDKN2B, PON1, RAB3IP, SLC44A1, IFIT1, GPD2, RNF41, DHCR24, SLC39A8, LYPD1, JUNB, BMP8B, TJP3, MPZL2, C3orf52, DUSP8, SAA2, TPRN, DUSP10, CD55, PLK2
AKT_UP.V1_DN	0.346153846153846	0.52208480565371	0.226313707482582	1.05510520086976	206	150	PKP1, KCNK3, NT5DC3, LIMD1, SLIT3, SLC37A4, PLTP, TIMP3, AXIN2, GSTA4, STAT5A, HPS1, PLEK2, ZFYVE21, PM20D1, C11orf71, RNF25, MERTK, EXOSC1, RPS6KB2, SLCO3A1, TP53I13, IFRD2, SMARCD3, MOCOS, TPD52L1, BTBD2, PNLIPRP1, SIRT3, SLC39A4, PTGIS, IRS1, SH3BGR, GNMT, MATN2, HTRA1, SLC39A13, EFEMP2, AMPD2, MRPS6, SNHG6, UPB1, FANK1
AKT_UP.V1_UP	0.3125	0.509159482758621	-0.213669398387609	-1.04868538249175	124	152	PSCA, TMEM40, RIMKLB, GTF2IRD1, GPX2, CDKN2B, IFIT1, GPD2, DHCR24, LDLR, CYP51A1, TJP3, MPZL2, INSIG2, C3orf52, TFRC, SAA2, TPRN, DUSP10, CD55, TRAF4, PDK1, CCNG2, PLK2
MTOR_UP.V1_DN	0.109298531810767	0.293114143920596	0.255283433128844	1.20081355551962	66	162	TNIP2, KCNK3, COL20A1, SLC25A28, RASD1, SLIT3, ABCA1, NGFR, B3GALNT2, MYC, PLTP, ARL4D, ZNF746, ADAMTS8, PDGFA, AOC3, NFIL3, MESP2, CIRBP, SNHG11, DUSP1, UBXN2A, NTHL1, EXOSC1, MYCN, STX1A, SMARCD3
MTOR_UP.V1_UP	0.553699284009546	0.668510564738109	-0.194817152230587	-0.959722466853945	231	148	RRM2, TMEM40, TPH1, INTS3, GPX2, CDKN2B, MBL1P, MKL2, IFIT1, APOOL, HMGCS1, LIPG, DHCR24, FAM134C, LDLR, CYP51A1, SCGB3A2, CMBL, TFRC, STARD4, MSX2, ZNF518B, ELF5, PDK1
PIGF_UP.V1_DN	0.0783333333333333	0.242704918032787	0.264554226721469	1.23647800273939	46	154	S100A4, THY1, TMSB4Y, PDE1B, IGFBP6, RELB, SHH, ZFR2, CTRL, EFNA5, ERF, CEACAM6, CYP2A13, TMEM158, VGF, LTK, CACNA1H, CAMK2B, HOMER2, PRPF19, TOP3B, PAX2, SPTB, CD5, DPF1, ACAT2
PIGF_UP.V1_UP	0.00254452926208651	0.0325581395348837	-0.356026277458276	-1.77757677098644	0	175	CREB1, SGMS1, AGA, THOC2, ZZZ3, RFK, THSD7A, TDP2, BCAS2, BAZ2B, ATP2A3, TDRD3, RAP1A, AHCYL2, PEX1, RNF6, LTBP1, CRYBG3, EIF2S3, DCP2, TMED5, ADAM9, RARB, PLA2G4A, PPAT, RPGR, PAPOLA, AGL, TFPI2, AKAP9, RECQL, MAPK6, SCAF11, MARK2, ITSN2, KIAA1033, SP3, MARCH7, DHX29, ATP13A3, PPIG, GMFB, NECAP1, ZNF451, RCBTB2, TOPORS, TTC37, SKIV2L2, GPR37, SMC4, TRIP11, PHF3, NUP155, BCLAF1, ASCC3, CDC27, CD2AP, OSBPL8, RDH11, UFL1, PSPH, PGAP1, LARP4, FAM208A, OPA1, IREB2, TWF1, CPD, HSD17B4, CEP350, HSPA13, STAU2, TDG, MBTPS2, KIF5B, MAP2K4, ITGA2, BACH1, SLC33A1, ARMCX2, ACADM
VEGF_A_UP.V1_DN	0.0025	0.0325581395348837	-0.393581871207871	-1.96954845054274	0	173	PLK4, RAP1A, CTNNAL1, CCNH, RNF6, PTPRE, TRAPPC8, EIF2S3, NUDT21, CCNB1, ADAM9, PRPF40A, RPGR, PAPOLA, MFAP3, RAB3B, ST13, CBL, RECQL, CSE1L, MAPK6, SCAF11, ORC2, CEP170, DLEU1, B4GALT5, DHX29, ATP13A3, PPIG, RRM2, EPM2AIP1, TTC37, IPO5, GPR37, SMC4, KIF11, SPTLC2, NUP155, C5orf30, BCLAF1, DHFR, CDC27, ASPH, RDH11, UFL1, SEL1L, PGAP1, RP2, DNAJC13, MYO5A, TWF1, UAP1, TMPO, SPAG5, PRMT3, TRIM25, TTK, KIF23, DLGAP5, AASS, POP1, GATA6, NBN, HMMR, ITGA2, BUB1, MT1X, LMNB1, CHM, NCOA3, ACADM, PHKA1, CACNA2D1, RND3, NDC80
VEGF_A_UP.V1_UP	0.0297520661157025	0.131641063344039	0.288512687150026	1.35365028457617	17	160	TRAF5, NFKBIE, PHLDA1, KIAA0930, HSD11B2, TMEM8B, THY1, SH3BP2, PLTP, RELB, SHH, PPP6R2, FMO4, GRIK2, ISG20, RAB40AL, KANK3, DTX4, CORO2B, CD19, MERTK, LCAT, CD5, IL32, SLC12A2, ATF3, ARC, TCEA2, ARL4C, ABCB10, ID2, ADARB1, TRAF1, CABP1, KCNMB1, RFNG, PIN4, PLA2G4C, CCDC22, MATN2, MTSS1
BCAT_GDS748_DN	0.0549199084668192	0.196070803345653	-0.360368426963492	-1.41104039377644	23	41	RDH5, C5orf42, BMPR1A, KLHL9, PBLD, ARL6IP1, MYBL1, VPS13B, LIN28A, ZBED5, EXOC2
BCAT_GDS748_UP	0.348056537102473	0.52208480565371	0.286802529386512	1.06974890951719	196	40	C9orf3, PHLDA2, BAMBI, GADD45G, LEF1, WNT11, ITGA9, FLT4, DYNC1I1, GAD1, SLC3A2, NPTX1
BCAT.100_UP.V1_DN	0.827740492170022	0.893959731543624	-0.209354730905504	-0.768254272939946	369	32	TLN2, IGFBP5, C5orf42, KRT32, EBLN2, TMPRSS2
BCAT.100_UP.V1_UP	0.152631578947368	0.338326738270209	0.335988937746412	1.24980949357784	86	39	PLEKHF1, GADD45G, FLVCR2, TBX3, LBP, DUSP4, DNAJC3, WNT11, ITGA9, IRS1, GAD1
ATF2_S_UP.V1_DN	0.642372881355932	0.744837267339087	0.200002960797158	0.922762797031807	378	142	PISD, KBTBD11, SLIT3, RGS2, KIAA1456, TPD52, DGKD, CHI3L1, CYP1B1, CRLF1, PLEK2, TAF1C, SLC7A7, FBLN2, COMP, ST6GALNAC2, GPRC5C, RARRES1, CSGALNACT1, SPINT2, SLC1A3, GLRA2, THOC6, VASH1, ADARB1, STXBP2, PTGIS, TNFRSF11B
ATF2_S_UP.V1_UP	0.183193277310924	0.372296015180266	0.248508820963305	1.14960261550094	108	141	IL20RA, MRAS, S100A4, ADRB2, ARHGAP22, STEAP1B, RGS11, LHX6, PITX1, C20orf195, ZFR2, UPP1, CTRL, TMEM156, ANKRD11, RASGRP1, FAM107A, SSPN, C1orf115, NQO2, CDKN3, IL32, FOXH1, ETS2, FGFBP1, ABLIM3, RPL39L, COQ4, DYSF, BCL7C, SH3BGR, ENDOG
ATF2_UP.V1_DN	0.341666666666667	0.52208480565371	0.227154113783209	1.06167672467546	204	154	ZNF652, SOD2, ZC3H12A, PISD, SLC25A28, HKDC1, SLIT3, TPD52, DGKD, CHI3L1, ADAM15, CYP1B1, CRLF1, PLEK2, ARHGEF3, TAF1C, FBLN2, COMP, ST6GALNAC2, TOP3B, GPRC5C, CFH, RARRES1, CSGALNACT1, ACVR2A, SPINT2, GLRA2, ADORA2B, SLCO4A1, CXCL12, STXBP2, PTGIS, TNFRSF11B
ATF2_UP.V1_UP	0.205387205387205	0.384338433843384	0.246759725917254	1.13837353850329	121	140	KCNK3, S100A4, ARHGAP22, SLC5A2, STEAP1B, IGF2, PITX1, APOD, ZFR2, STAT5A, GINS2, UPP1, NME3, ANKRD11, CORO2B, CD19, PTGER1, BAIAP3, CLDN15, LILRA5, PCP4, IL32, GTF3C5, PAFAH1B3, RAD51, FGFBP1, ABLIM3, GZMK, ZNF639
WNT_UP.V1_DN	0.00168918918918919	0.0325581395348837	0.351632497317665	1.61702173718708	0	137	PIM2, CYTH1, TNFRSF21, CMPK2, RASD1, VEGFA, COL9A1, SH2D2A, ABCA1, LBP, IGFBP6, CCDC130, CD44, GSTA4, HLA-DRB1, GBP4, LHB, TRAPPC5, ETV4, NAGK, PLA2G10, CLN3, CD5, PCDH7, TGFBR3, FAAH, TUSC2, TNNI3
WNT_UP.V1_UP	0.56701030927835	0.673993386500681	0.20766053501441	0.948522267647835	329	133	RNF112, CRMP1, KCNN1, CYP2E1, DCC, IGF2, FGF18, NTSR1, AURKB, CKAP4, TEN1, MAPKBP1, UGT8, CCDC86, CYP4A22, LCAT, AP2S1, AKR1B1, SETD6, CPS1, LTB4R, VAMP1, BCL7C, FOXK1, GNMT, CCR3, VAX2, PLAC9, SYT3, UBXN11, INHBB, RBPMS, DPYSL4, PTPRO, SLC7A2, PPP1R3C, HS3ST1, SERPINF1, KRT86, RAD9A, MAZ, MKLN1, DNAJB13, NBL1, ADAM28, STRN4, POLD2, RSPO1, GRIN2D, MC1R, F2R
ATM_DN.V1_DN	0.0377358490566038	0.158490566037736	0.3160591369899	1.38342375139214	21	99	ST3GAL1, MRAS, KCNG1, ZFP36L1, CYP2J2, CEACAM6, GDNF, HHLA2, CFH, KCNIP2, POM121L9P, LSM5, IMPG2, SRPK3, PLCD1, PI15, FGFBP1, GPR68, KCNE1, SLC24A2, PRRG2, GPSM2, NTRK2, ITPKA, AGXT, TXNRD2, TEX14, LPAR3, FBXO24, NNAT, KCNQ4, TAGLN
ATM_DN.V1_UP	0.0486111111111111	0.1875	0.306466139973531	1.34301992121596	27	103	BCL2L11, ABCG5, SLC5A2, VEGFA, TAT, NGFR, CIITA, PLTP, SPAG4, LHB, ECM2, TEKT2, CD19, TXK, PHKG1, GLRA2, CNTFR, NPC1L1, LHPP, ADARB1, TRAF1, BDNF, H6PD, DYSF
P53_DN.V2_DN	0.400343642611684	0.559644670050761	0.226531427251586	1.0163354960036	232	114	ELL2, BCL2L11, CHD1L, SNAI1, ABCG5, IGFBP6, NOL3, PLEK2, HIST1H1E, ELAVL2, PGF, GRK4, CDADC1, ZNHIT2, FAAH, HOXB3, CYP27B1, HTN1, RAB17, CENPA, GPSM2, SLC27A6, SCN9A, ACSM3
P53_DN.V2_UP	0.1	0.282089552238806	0.28881671851228	1.26940243522503	58	101	NFKBIA, SLC15A2, KCNK3, BARX2, MMP17, NTSR1, RELB, CHRNA10, CYP2A13, TFAP4, GALK1, EML3, DPF1, RIPK4, IL1RN, BAX, GP5, CXCL12, RGR, KCNMB1, H6PD
RELA_DN.V1_DN	0.665865384615385	0.758123841519926	-0.20247615718317	-0.907442071854097	276	86	DNMT3A, RAB30, GPR3, RASA3, MUC4, MMP16, CD53
RELA_DN.V1_UP	0.0377358490566038	0.158490566037736	0.301909251960411	1.36431827592573	21	122	VDR, SNAI1, BIN1, DAPP1, ZFP36L1, VEGFA, KMO, F3, CD38, PPAN, WRNIP1, ZNF222, ATP2A1, JUN, SNAPC1, PDE5A, RNF25, PODXL2, CLDN15, ZNF286A, ADAMTS13, CDHR5, ATF3, ZNHIT2, NOVA1, KCNJ16, TNC, TLX1, PNLIPRP1, TREX1, CHST1, DYSF, GAD1, LAMC2, GAS7, ATP5C1, SLC27A6, VEGFB, TEX14, EGR1, GRAP, GJB1
P53_DN.V1_DN	0.0875912408759124	0.250829462508295	-0.251972501939378	-1.23046852105842	35	145	BEX4, PRAME, PLCB4, FAM155B, SOCS3, ZFYVE16, PMEL, CRYAB, CDH19, STAT6, SLC16A4, GLDC, ARMC2, ST3GAL6, FAM50B, TDRD3, SLC39A6, MLANA, ABCC2, OAS1, NR4A1, VPS41, PLA2G4A, ACP5, TMEM5, TFPI2, PPM1D, SLC19A2, SLC26A2, VIM, SPG20, KCNAB2, IL1R1, KCNJ8, CA12, FAS, CTSK, CDH1, MYO5A, KANK1, CPVL, GLS, PTPN13, BTG2, CYFIP2, TRIM38, FRMD4B, GFRA1, TRAF4, TP53TG1, MTUS1, BCHE
P53_DN.V1_UP	0.483870967741935	0.635541371526426	-0.197174337343666	-0.983991496953203	194	168	ENPP4, BIRC2, EFEMP1, THOC1, CPE, TPBG, YAP1, FHL2, ANKRD1, AHR, LTBP1, ELF4, MSLN, ITGB4, EGFR, PODXL, INPP1, CRIM1, ZNF415, RRAS2, FOXN3, PLAU, EDIL3, PLCE1, MYOF, MARK2, CLDN3, PPARD, CAT, NEBL, AREG, ZNF160, USP1, RNF11, ANXA1, C4BPB, ZNF165, PTN, KLK1, RP2, LOXL1, DSC2, RABGAP1L, AIM1, TMEM30B, ITGA2, TJP2, BCAR3, KRT19, DSP, VIPR1, NDC80, KRT15, NR2F2
BCAT_BILD_ET_AL_DN	0.0803782505910166	0.245024021962938	-0.341712723761043	-1.34556758038819	33	44	PRKDC, EFR3A, COPB1, SORL1, RAP1A, SRSF1, ZNF281, IL1RAP, GCLM, TUG1, RASAL2, TNFAIP3, ATP9B, ZNF236, SMAD5, LNPEP, ASH1L
BCAT_BILD_ET_AL_UP	0.139823008849558	0.322274983811785	0.337231857002154	1.26126286019052	78	41	FHDC1, DKFZp434J0226, AXIN2, ZNF703, SLC35C2, ST6GALNAC2, RPL27A, RPL37A, CAPS, MTCH2, STXBP2, CD151, CNOT3, MYL9, RPS6KA1, TAGLN, IGSF8, DTNBP1
E2F3_UP.V1_DN	0.344887348353553	0.52208480565371	0.234881203316453	1.04694384293239	198	112	S100P, DCC, SH2D2A, CDH15, PODN, CIITA, LHX6, PPAN, TMPRSS6, PVT1, LRRC8E, SNAPC4, NAT9, TBRG4, GIPR, MRPL55, BDKRB2, SPTB, STX1A, NT5C, FBXO27, CASP14, BYSL
E2F3_UP.V1_UP	0.0578512396694215	0.202479338842975	0.270677104277993	1.26996889756751	34	160	MMP15, TMOD2, ZIC2, CMPK2, RASD1, CYP26A1, HSPA2, CDK5R1, ATRNL1, ARRDC2, ZNF703, ATP6V1E1, GKAP1, CDRT15, FAM78A, TMEM158, CCNE1, LEF1, RASGRP1, DHRS13, UGT8, TMEM201, PCNA, FANCA, GPR137C, TP53I13, CRY1, SYNM, KLF16, CABLES2, NPAS1, CHST1, ZDHHC14, FAM92A1, ZDHHC12, GAD1, SH3BGR, SMAD6, NPTX1, TLCD1, RRAGD
MYC_UP.V1_DN	0.0867469879518072	0.250829462508295	-0.257198295396571	-1.24055845306129	35	135	SPOCD1, NR6A1, RAP1A, ATL1, PTPRE, SPNS3, ASAP3, NBEAL1, GJB5, DUSP18, PC, LINC00173, IL1R1, MN1, MCHR1, PPARD, ARRDC3, PBX3, HOXC4, PLEKHA2, KRT80, ZNF236, TP53INP1, TEP1, CXCL3, FGD6, TRIM56, PCDHB4, CPNE2, NYNRIN, KATNAL1, PJA2, NID2, HIP1, ATXN7L3, HEG1, TLR2, BCL9, GPRC5A
