category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p.adjust.over_represented	p.adjust.under_represented
GO:0051253	0.00254598810959392	0.999261226868572	11	867	negative regulation of RNA metabolic process	BP	0.568845229595345	1
GO:0009887	0.00254969268288485	0.999357168129487	9	608	animal organ morphogenesis	BP	0.568845229595345	1
GO:0001227	0.00266240179986548	0.999724278415402	4	115	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding	MF	0.569162407426665	1
GO:0010646	0.00266911114467111	0.998979381372831	19	2049	regulation of cell communication	BP	0.569162407426665	1
GO:0001228	0.00268743749269291	0.999618259378785	5	194	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	MF	0.569162407426665	1
GO:0030217	0.00271272003214661	0.999717508040924	4	117	T cell differentiation	BP	0.569162407426665	1
GO:0048856	0.0027196450007497	0.998857619573379	27	3430	anatomical structure development	BP	0.569162407426665	1
GO:0051254	0.00273665821664833	0.999154535053411	12	997	positive regulation of RNA metabolic process	BP	0.569162407426665	1
GO:0071542	0.00275637641927391	0.99993870086244	2	16	dopaminergic neuron differentiation	BP	0.569162407426665	1
GO:0010558	0.00284480019578609	0.999116767535924	12	1011	negative regulation of macromolecule biosynthetic process	BP	0.580793413206012	1
GO:0008406	0.00287254856608847	0.999695781015606	4	123	gonad development	BP	0.580793413206012	1
GO:0006357	0.0029234462104493	0.999010019668952	14	1285	regulation of transcription from RNA polymerase II promoter	BP	0.581817625227681	1
GO:0051252	0.0029375645168631	0.998798273666701	23	2739	regulation of RNA metabolic process	BP	0.581817625227681	1
GO:0030183	0.00301851147344563	0.999804084096547	3	60	B cell differentiation	BP	0.584370975852292	1
GO:0042113	0.00302098337692185	0.99967545568567	4	125	B cell activation	BP	0.584370975852292	1
GO:0045137	0.00304434017083578	0.999672245887405	4	125	development of primary sexual characteristics	BP	0.584370975852292	1
GO:0006351	0.00309791081252007	0.998726562990216	23	2755	transcription, DNA-templated	BP	0.584370975852292	1
GO:0009892	0.00310098972245163	0.998845985873265	17	1781	negative regulation of metabolic process	BP	0.584370975852292	1
GO:2000112	0.00319032542472208	0.998671649153074	24	2936	regulation of cellular macromolecule biosynthetic process	BP	0.595425158594766	1
GO:0043207	0.00325347496662673	0.999307833522698	7	422	response to external biotic stimulus	BP	0.595754236813441	1
GO:0051707	0.00325347496662673	0.999307833522698	7	422	response to other organism	BP	0.595754236813441	1
GO:0097659	0.00332801144146823	0.998623036741375	23	2770	nucleic acid-templated transcription	BP	0.601441114784502	1
GO:0050793	0.0033465038844269	0.998810377594213	15	1451	regulation of developmental process	BP	0.601441114784502	1
GO:1901700	0.00345099895144026	0.998956874036923	11	912	response to oxygen-containing compound	BP	0.614531097683078	1
GO:0010628	0.00349116176335488	0.998837652057916	13	1174	positive regulation of gene expression	BP	0.616031362061075	1
GO:0031328	0.00354630201303602	0.998817020944233	13	1178	positive regulation of cellular biosynthetic process	BP	0.619586293413342	1
GO:1901991	0.00357515017322485	0.999596970563993	4	134	negative regulation of mitotic cell cycle phase transition	BP	0.619586293413342	1
GO:0010605	0.00372437210567513	0.998621537033913	16	1658	negative regulation of macromolecule metabolic process	BP	0.639735067001365	1
GO:0060887	0.00379141369680161	1	1	1	limb epidermis development	BP	0.6455380689028	1
GO:0008219	0.0038528208169796	0.99865238464232	14	1369	cell death	BP	0.65028914832673	1
GO:0009891	0.00397054412566882	0.998656984411675	13	1195	positive regulation of biosynthetic process	BP	0.664381564476135	1
GO:1901988	0.00435295373007452	0.999481025904256	4	141	negative regulation of cell cycle phase transition	BP	0.691297099740781	1
GO:2000026	0.00435391374861905	0.998572379804011	12	1056	regulation of multicellular organismal development	BP	0.691297099740781	1
GO:0035470	0.00445193907612559	1	1	1	positive regulation of vascular wound healing	BP	0.691297099740781	1
GO:0060690	0.00445193907612559	1	1	1	epithelial cell differentiation involved in salivary gland development	BP	0.691297099740781	1
GO:0060691	0.00445193907612559	1	1	1	epithelial cell maturation involved in salivary gland development	BP	0.691297099740781	1
GO:1900098	0.00445193907612559	1	1	1	regulation of plasma cell differentiation	BP	0.691297099740781	1
GO:1900100	0.00445193907612559	1	1	1	positive regulation of plasma cell differentiation	BP	0.691297099740781	1
GO:1903487	0.00445193907612559	1	1	1	regulation of lactation	BP	0.691297099740781	1
GO:1903489	0.00445193907612559	1	1	1	positive regulation of lactation	BP	0.691297099740781	1
GO:0009617	0.00453528606321764	0.99927034510049	5	231	response to bacterium	BP	0.698650019738526	1
GO:0009607	0.00458359809522478	0.998961274129522	7	447	response to biotic stimulus	BP	0.700532590774118	1
GO:0045746	0.00463098628513836	0.999862244546573	2	21	negative regulation of Notch signaling pathway	BP	0.702245654644809	1
GO:1900101	0.00470648927876797	0.999858327939395	2	22	regulation of endoplasmic reticulum unfolded protein response	BP	0.708162456596018	1
GO:0038066	0.00484827503074112	0.999851816013885	2	22	p38MAPK cascade	BP	0.711948675874944	1
GO:0032774	0.0048537164224643	0.997920408977494	23	2881	RNA biosynthetic process	BP	0.711948675874944	1
GO:0048731	0.00488628752467362	0.997928007378149	22	2662	system development	BP	0.711948675874944	1
GO:0051172	0.00491992497263473	0.998360796533675	12	1080	negative regulation of nitrogen compound metabolic process	BP	0.711948675874944	1
GO:0097193	0.00494826916281519	0.999187011092673	5	239	intrinsic apoptotic signaling pathway	BP	0.711948675874944	1
GO:0065007	0.00495172958491074	0.998021794689765	45	7379	biological regulation	BP	0.711948675874944	1
GO:0003677	0.00503918077120007	0.998025497486501	17	1832	DNA binding	MF	0.719085359931689	1
GO:0009791	0.00526152090357287	0.999581384392327	3	72	post-embryonic development	BP	0.719085359931689	1
GO:0030097	0.00528300714449911	0.998771032105948	7	438	hemopoiesis	BP	0.719085359931689	1
GO:0045893	0.00532737944783049	0.998291186684156	11	939	positive regulation of transcription, DNA-templated	BP	0.719085359931689	1
GO:1903508	0.00532737944783049	0.998291186684156	11	939	positive regulation of nucleic acid-templated transcription	BP	0.719085359931689	1
GO:0051173	0.00533002349551888	0.998129847323032	13	1238	positive regulation of nitrogen compound metabolic process	BP	0.719085359931689	1
GO:0060738	0.00540643842676259	1	1	1	epithelial-mesenchymal signaling involved in prostate gland development	BP	0.719085359931689	1
GO:0061144	0.00540643842676259	1	1	1	alveolar secondary septum development	BP	0.719085359931689	1
GO:1902691	0.00540643842676259	1	1	1	respiratory basal cell differentiation	BP	0.719085359931689	1
GO:0043548	0.00553789189021429	0.999818746044559	2	22	phosphatidylinositol 3-kinase binding	MF	0.719085359931689	1
GO:0033078	0.00561030843463993	1	1	1	extrathymic T cell differentiation	BP	0.719085359931689	1
GO:0033082	0.00561030843463993	1	1	1	regulation of extrathymic T cell differentiation	BP	0.719085359931689	1
GO:1990654	0.00561030843463993	1	1	1	sebum secreting cell proliferation	BP	0.719085359931689	1
GO:0002064	0.005632470242691	0.999277643980619	4	143	epithelial cell development	BP	0.719085359931689	1
GO:0044338	0.00566815043136819	1	1	1	canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation	BP	0.719085359931689	1
GO:0007548	0.00577873971053981	0.99925299454467	4	149	sex differentiation	BP	0.719085359931689	1
GO:0045619	0.00580513788177463	0.999520998550492	3	75	regulation of lymphocyte differentiation	BP	0.719085359931689	1
GO:0045934	0.00581853756083603	0.998110470165848	11	963	negative regulation of nucleobase-containing compound metabolic process	BP	0.719085359931689	1
GO:0009653	0.00589492729640881	0.997704265417735	16	1682	anatomical structure morphogenesis	BP	0.719085359931689	1
GO:0035556	0.00601398910972471	0.997597701185809	17	1876	intracellular signal transduction	BP	0.719085359931689	1
GO:1902680	0.00604759356762621	0.998025526258213	11	959	positive regulation of RNA biosynthetic process	BP	0.719085359931689	1
GO:0071310	0.00618067747680544	0.997712366581231	14	1424	cellular response to organic substance	BP	0.719085359931689	1
GO:0050789	0.00620391865322501	0.997373722219791	43	6973	regulation of biological process	BP	0.719085359931689	1
GO:0034395	0.00626159674248545	0.999990340062823	1	2	regulation of transcription from RNA polymerase II promoter in response to iron	BP	0.719085359931689	1
GO:0001907	0.00629767290602718	0.999990228250576	1	2	killing by symbiont of host cells	BP	0.719085359931689	1
GO:0012502	0.00629767290602718	0.999990228250576	1	2	induction of programmed cell death	BP	0.719085359931689	1
GO:0044004	0.00629767290602718	0.999990228250576	1	2	disruption by symbiont of host cell	BP	0.719085359931689	1
GO:0044533	0.00629767290602718	0.999990228250576	1	2	positive regulation of apoptotic process in other organism	BP	0.719085359931689	1
GO:0052042	0.00629767290602718	0.999990228250576	1	2	positive regulation by symbiont of host programmed cell death	BP	0.719085359931689	1
GO:0052151	0.00629767290602718	0.999990228250576	1	2	positive regulation by symbiont of host apoptotic process	BP	0.719085359931689	1
GO:0052330	0.00629767290602718	0.999990228250576	1	2	positive regulation by organism of programmed cell death in other organism involved in symbiotic interaction	BP	0.719085359931689	1
GO:0052501	0.00629767290602718	0.999990228250576	1	2	positive regulation by organism of apoptotic process in other organism involved in symbiotic interaction	BP	0.719085359931689	1
GO:0060139	0.00629767290602718	0.999990228250576	1	2	positive regulation of apoptotic process by virus	BP	0.719085359931689	1
GO:0002224	0.00632574619338262	0.999460927708464	3	79	toll-like receptor signaling pathway	BP	0.719085359931689	1
GO:0045944	0.00633649418614275	0.99815966148661	9	693	positive regulation of transcription from RNA polymerase II promoter	BP	0.719085359931689	1
GO:1902533	0.00634703875685968	0.998302756434173	8	584	positive regulation of intracellular signal transduction	BP	0.719085359931689	1
GO:1902235	0.00639122203683381	0.999772210229605	2	26	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	BP	0.719085359931689	1
GO:0030154	0.00640915854034941	0.997322772672006	19	2197	cell differentiation	BP	0.719085359931689	1
GO:0044767	0.0064616157909199	0.997071905679615	27	3641	single-organism developmental process	BP	0.720804382193996	1
GO:0035924	0.00667157205201847	0.99975813485533	2	24	cellular response to vascular endothelial growth factor stimulus	BP	0.738225228175719	1
GO:2000134	0.00669385060066597	0.99941726635396	3	82	negative regulation of G1/S transition of mitotic cell cycle	BP	0.738225228175719	1
GO:0048513	0.00674596909383502	0.997271016450985	17	1901	animal organ development	BP	0.739769831137501	1
GO:0061043	0.00683554033104731	0.999988484646867	1	2	regulation of vascular wound healing	BP	0.744002139549374	1
GO:0048536	0.00686122529517455	0.999746328328854	2	26	spleen development	BP	0.744002139549374	1
GO:0000978	0.00692309109960886	0.998767478505851	5	241	RNA polymerase II core promoter proximal region sequence-specific DNA binding	MF	0.746539990241156	1
GO:0042445	0.00705774498898358	0.999373534512824	3	83	hormone metabolic process	BP	0.756855415669455	1
GO:0008584	0.00715559903523403	0.999361674947852	3	83	male gonad development	BP	0.758962717343675	1
GO:0046546	0.00715559903523403	0.999361674947852	3	83	development of primary male sexual characteristics	BP	0.758962717343675	1
GO:1902807	0.00721384384658512	0.999354408659971	3	84	negative regulation of cell cycle G1/S phase transition	BP	0.760982114468571	1
GO:0010481	0.00770985784296465	0.999985343895391	1	2	epidermal cell division	BP	0.801518768508459	1
GO:0010482	0.00770985784296465	0.999985343895391	1	2	regulation of epidermal cell division	BP	0.801518768508459	1
GO:0048663	0.00772199946991664	0.999695810604526	2	27	neuron fate commitment	BP	0.801518768508459	1
GO:0031663	0.00778767109855548	0.999690626142264	2	29	lipopolysaccharide-mediated signaling pathway	BP	0.804035617143414	1
GO:0000987	0.00786693923326279	0.998555141819551	5	248	core promoter proximal region sequence-specific DNA binding	MF	0.807922172050957	1
GO:0070839	0.00804578029963502	0.999984036179973	1	2	divalent metal ion export	BP	0.821939976925872	1
GO:0001159	0.00814025079606123	0.998492399829938	5	250	core promoter proximal region DNA binding	MF	0.827237004981929	1
GO:0032502	0.00829839175091445	0.99615204451218	27	3706	developmental process	BP	0.838915541069007	1
GO:0019219	0.00851667631029917	0.996148448450062	23	2974	regulation of nucleobase-containing compound metabolic process	BP	0.856521695248222	1
GO:0045935	0.00859741872418595	0.996913828514677	12	1157	positive regulation of nucleobase-containing compound metabolic process	BP	0.860185038332213	1
GO:0030098	0.00886199407669305	0.998703277483248	4	166	lymphocyte differentiation	BP	0.882109256556985	1
GO:0051247	0.00911525495343956	0.996845003831149	11	1049	positive regulation of protein metabolic process	BP	0.900202395974928	1
GO:0045596	0.00913693081123433	0.997925463896205	6	371	negative regulation of cell differentiation	BP	0.900202395974928	1
GO:0021893	0.00922907230371199	0.999978982562997	1	2	cerebral cortex GABAergic interneuron fate commitment	BP	0.900202395974928	1
GO:0031324	0.00922927752699694	0.996307595459293	15	1651	negative regulation of cellular metabolic process	BP	0.900202395974928	1
GO:0043122	0.00939401236750732	0.998601000593427	4	176	regulation of I-kappaB kinase/NF-kappaB signaling	BP	0.907357913912951	1
GO:0030382	0.00939613295705838	0.999978212914431	1	2	sperm mitochondrion organization	BP	0.907357913912951	1
GO:2000253	0.00956183520035075	0.999977435785601	1	2	positive regulation of feeding behavior	BP	0.914370420331387	1
GO:0010033	0.00964944620536955	0.996022476563042	16	1833	response to organic substance	BP	0.914370420331387	1
GO:0035425	0.00966682269312629	0.999976936321145	1	2	autocrine signaling	BP	0.914370420331387	1
GO:0042221	0.00969742506070424	0.995766917301824	19	2355	response to chemical	BP	0.914370420331387	1
GO:1990418	0.00970429194169323	0.999976756735576	1	2	response to insulin-like growth factor stimulus	BP	0.914370420331387	1
GO:0060154	0.00998037080675684	0.999967234503521	1	3	cellular process regulating host cell cycle in response to virus	BP	0.935732140466508	1
GO:0097227	0.0100274232466272	0.999975178956083	1	2	sperm annulus	CC	0.935732140466508	1
GO:1990573	0.0100927288615547	0.999974853757311	1	2	potassium ion import across plasma membrane	BP	0.937319938769263	1
GO:0051171	0.0103072712932289	0.995209570849322	24	3219	regulation of nitrogen compound metabolic process	BP	0.947315731115704	1
GO:0042562	0.0104125229355609	0.99951583529011	2	33	hormone binding	MF	0.947315731115704	1
GO:0060743	0.0104500301454502	0.999973036855345	1	2	epithelial cell maturation involved in prostate gland development	BP	0.947315731115704	1
GO:0035021	0.0104998726838424	0.99997277833895	1	2	negative regulation of Rac protein signal transduction	BP	0.947315731115704	1
GO:0090210	0.0105282963250389	0.999972630359917	1	2	regulation of establishment of blood-brain barrier	BP	0.947315731115704	1
GO:0046661	0.0105503509033108	0.998912680882036	3	95	male sex differentiation	BP	0.947315731115704	1
GO:0070427	0.0107918975049582	0.999961675223936	1	3	nucleotide-binding oligomerization domain containing 1 signaling pathway	BP	0.947315731115704	1
GO:0031944	0.0108151262732755	0.999971114494844	1	2	negative regulation of glucocorticoid metabolic process	BP	0.947315731115704	1
GO:0031947	0.0108151262732755	0.999971114494844	1	2	negative regulation of glucocorticoid biosynthetic process	BP	0.947315731115704	1
GO:0032351	0.0108151262732755	0.999971114494844	1	2	negative regulation of hormone metabolic process	BP	0.947315731115704	1
GO:0032353	0.0108151262732755	0.999971114494844	1	2	negative regulation of hormone biosynthetic process	BP	0.947315731115704	1
GO:0090032	0.0108151262732755	0.999971114494844	1	2	negative regulation of steroid hormone biosynthetic process	BP	0.947315731115704	1
GO:1903416	0.0108493027269233	0.999970931136895	1	2	response to glycoside	BP	0.947315731115704	1
GO:0044339	0.0108836377145184	0.999970746340985	1	2	canonical Wnt signaling pathway involved in osteoblast differentiation	BP	0.947315731115704	1
GO:0048869	0.0110662132960883	0.995029725317537	20	2479	cellular developmental process	BP	0.949715527244623	1
GO:0048839	0.0110808490260179	0.99883750569377	3	94	inner ear development	BP	0.949715527244623	1
GO:0048469	0.011169013926369	0.998824590720301	3	95	cell maturation	BP	0.949715527244623	1
GO:0002317	0.0112198823079143	0.999958567099005	1	3	plasma cell differentiation	BP	0.949715527244623	1
GO:0032474	0.0112416179554484	0.999968784560895	1	2	otolith morphogenesis	BP	0.949715527244623	1
GO:0048840	0.0112416179554484	0.999968784560895	1	2	otolith development	BP	0.949715527244623	1
GO:0007346	0.0113197021880111	0.997306895474795	6	409	regulation of mitotic cell cycle	BP	0.949715527244623	1
GO:1902263	0.0113212204560905	0.999957813324501	1	3	apoptotic process involved in embryonic digit morphogenesis	BP	0.949715527244623	1
GO:0009059	0.0113515714745365	0.994578067177329	27	3857	macromolecule biosynthetic process	BP	0.949715527244623	1
GO:0001405	0.0114124019618817	0.999957129259506	1	3	presequence translocase-associated import motor	CC	0.95070696171727	1
GO:0051712	0.0115494340144493	0.999956090811579	1	3	positive regulation of killing of cells of other organism	BP	0.958010744531888	1
GO:0045597	0.0122377436906081	0.996655642619802	7	514	positive regulation of cell differentiation	BP	1	1
GO:0060741	0.0123727668886899	0.999949588363678	1	3	prostate gland stromal morphogenesis	BP	1	1
GO:0045930	0.0126081273594597	0.997952213682645	4	191	negative regulation of mitotic cell cycle	BP	1	1
GO:0051024	0.0126967808686386	0.999946905613652	1	3	positive regulation of immunoglobulin secretion	BP	1	1
GO:0048863	0.0127497473784913	0.998590336943217	3	98	stem cell differentiation	BP	1	1
GO:1901362	0.0130423814845161	0.993794148610893	24	3322	organic cyclic compound biosynthetic process	BP	1	1
GO:0048583	0.0133003149647652	0.993989881776431	19	2376	regulation of response to stimulus	BP	1	1
GO:1903706	0.0133405268121813	0.997797546615169	4	187	regulation of hemopoiesis	BP	1	1
GO:0031946	0.0133774422589528	0.999941042033894	1	3	regulation of glucocorticoid biosynthetic process	BP	1	1
GO:0043066	0.0134088432903745	0.996268153015227	7	544	negative regulation of apoptotic process	BP	1	1
GO:0010948	0.0135054414040006	0.997761300752884	4	194	negative regulation of cell cycle process	BP	1	1
GO:0043542	0.013758348482292	0.998433656497472	3	104	endothelial cell migration	BP	1	1
GO:0007249	0.0137801924180958	0.997701772679588	4	197	I-kappaB kinase/NF-kappaB signaling	BP	1	1
GO:0007423	0.0138743100031833	0.997066601175301	5	288	sensory organ development	BP	1	1
GO:0009967	0.0139508815391857	0.995107374225771	10	956	positive regulation of signal transduction	BP	1	1
GO:0009790	0.0140089772351336	0.995691762621345	8	647	embryo development	BP	1	1
GO:0002260	0.0141748108116711	0.999220022507013	2	39	lymphocyte homeostasis	BP	1	1
GO:2000049	0.0141792517902857	0.999933738383586	1	3	positive regulation of cell-cell adhesion mediated by cadherin	BP	1	1
GO:0009605	0.0142697572811973	0.994725654315585	11	1111	response to external stimulus	BP	1	1
GO:0000082	0.0145190801246032	0.997540521205599	4	200	G1/S transition of mitotic cell cycle	BP	1	1
